     2017-01-12	        CD	      S-NP	         O	              -	(S1(NP*))

            SPD	       NNP	      B-NP	     S-ORG	              -	         O	         O	         O	         O	(S1(NP(NP*
          Chief	       NNP	      E-NP	         O	              -	         O	         O	         O	         O	*)
              :	         :	         O	         O	              -	         O	         O	         O	         O	*
       Brothers	       NNS	      S-NP	     S-PER	              -	      S-A0	      B-A1	      B-A1	         O	(S(S(NP*)
         killed	       VBN	      S-VP	         O	         killed	       S-V	      E-A1	      E-A1	         O	(VP*
           were	       VBD	      B-VP	         O	              -	         O	         O	         O	         O	*
          lured	       VBN	      E-VP	         O	          lured	         O	       S-V	         O	         O	(VP*
             to	        TO	      S-PP	         O	              -	         O	      B-A2	         O	         O	(PP*
          Grant	       NNP	      B-NP	     B-PER	              -	         O	      I-A2	         O	         O	(NP*
            Ave	       NNP	      E-NP	     E-PER	              -	         O	      I-A2	         O	         O	*))
              ,	         ,	         O	         O	              -	         O	      I-A2	         O	         O	*
           shot	       VBN	      S-VP	         O	           shot	         O	      I-A2	       S-V	         O	(VP*
         during	        IN	      S-PP	         O	              -	         O	      I-A2	  B-AM-TMP	         O	(PP*
        robbery	        NN	      S-NP	         O	              -	         O	      E-A2	  E-AM-TMP	         O	(NP*))))))
              ;	         :	         O	         O	              -	         O	         O	         O	         O	*
              3	        CD	      S-NP	         O	              -	         O	         O	         O	      S-A1	(S(NP*)
       arrested	       VBN	      S-VP	         O	       arrested	         O	         O	         O	         O	(VP*)))))

       Syracuse	       NNP	      B-NP	     S-LOC	              -	      B-A0	         O	         O	         O	(S1(S(NP*
         Police	       NNP	      I-NP	         O	              -	      I-A0	         O	         O	         O	*
          Chief	       NNP	      I-NP	         O	              -	      I-A0	         O	         O	         O	*
          Frank	       NNP	      I-NP	     B-PER	              -	      I-A0	         O	         O	         O	*
         Fowler	       NNP	      E-NP	     E-PER	              -	      E-A0	         O	         O	         O	*)
           says	       VBZ	      S-VP	         O	           says	       S-V	         O	         O	         O	*
            the	        DT	      B-NP	         O	              -	      B-A1	      B-A1	      B-A1	      B-A1	(NP(NP*
            two	        CD	      I-NP	         O	              -	      I-A1	      I-A1	      I-A1	      I-A1	*
       brothers	       NNS	      E-NP	         O	              -	      I-A1	      E-A1	      I-A1	      I-A1	*)
            who	        WP	      S-NP	         O	              -	      I-A1	    S-R-A1	      I-A1	      I-A1	(SBAR(WHNP*)
           were	       VBD	      B-VP	         O	              -	      I-A1	         O	      I-A1	      I-A1	(S(VP*
        fatally	        RB	      I-VP	         O	              -	      I-A1	  S-AM-MNR	      I-A1	      I-A1	(ADVP*)
           shot	       VBN	      E-VP	         O	           shot	      I-A1	       S-V	      I-A1	      I-A1	(VP*
             on	        IN	      S-PP	         O	              -	      I-A1	  B-AM-LOC	      I-A1	      I-A1	(PP*
          Grant	       NNP	      B-NP	     B-LOC	              -	      I-A1	  I-AM-LOC	      I-A1	      I-A1	(NP*
         Avenue	       NNP	      E-NP	     E-LOC	              -	      I-A1	  E-AM-LOC	      I-A1	      I-A1	*))
             on	        IN	      S-PP	         O	              -	      I-A1	  B-AM-TMP	      I-A1	      I-A1	(PP*
        Tuesday	       NNP	      S-NP	         O	              -	      I-A1	  E-AM-TMP	      E-A1	      E-A1	(NP*)))))))
            had	       VBD	      B-VP	         O	              -	      I-A1	         O	         O	         O	*
           been	       VBN	      I-VP	         O	              -	      I-A1	         O	         O	         O	*
          lured	       VBN	      E-VP	         O	          lured	      I-A1	         O	       B-V	         O	*
           down	        RP	    S-ADVP	         O	              -	      I-A1	         O	       E-V	         O	(ADVP*)
          there	        RB	    S-ADVP	         O	              -	      I-A1	         O	  S-AM-LOC	         O	(ADVP*)
             to	        TO	      B-VP	         O	              -	      I-A1	         O	  B-AM-PNC	         O	*
             be	        VB	      I-VP	         O	              -	      I-A1	         O	  I-AM-PNC	         O	*
         robbed	       VBN	      E-VP	         O	         robbed	      I-A1	         O	  E-AM-PNC	       S-V	*
              .	         .	         O	         O	              -	      I-A1	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	      E-A1	         O	         O	         O	(NP*)))

         During	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	         O	(S1(S(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-TMP	         O	         O	(NP*
           news	        NN	      I-NP	         O	              -	  I-AM-TMP	         O	         O	*
     conference	        NN	      E-NP	         O	              -	  E-AM-TMP	         O	         O	*))
       Thursday	       NNP	      B-NP	         O	              -	  B-AM-TMP	         O	         O	(NP*
        morning	        NN	      I-NP	         O	              -	  E-AM-TMP	         O	         O	*
          Chief	       NNP	      I-NP	         O	              -	      B-A0	         O	         O	*
         Fowler	       NNP	      E-NP	     S-PER	              -	      E-A0	         O	         O	*)
      announced	       VBD	      S-VP	         O	      announced	       S-V	         O	         O	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	         O	         O	(NP(NP*
        arrests	       NNS	      E-NP	         O	              -	      I-A1	         O	         O	*)
             of	        IN	      S-PP	         O	              -	      I-A1	         O	         O	(PP*
          three	        CD	      B-NP	         O	              -	      I-A1	      B-A0	         O	(NP(NP*
       suspects	       NNS	      E-NP	         O	              -	      I-A1	      E-A0	         O	*)
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	*
            all	        DT	      S-NP	         O	              -	      I-A1	    B-R-A0	    B-R-A0	(SBAR(WHNP(NP*)
             of	        IN	      S-PP	         O	              -	      I-A1	    I-R-A0	    I-R-A0	(WHPP*
           whom	        WP	      S-NP	         O	              -	      I-A1	    E-R-A0	    E-R-A0	(WHNP*)))
            are	       VBP	      B-VP	         O	              -	      I-A1	         O	         O	(S(VP*
         facing	       VBG	      E-VP	         O	         facing	      I-A1	       S-V	         O	(VP(VP*
         murder	        NN	      S-NP	         O	              -	      I-A1	      S-A1	         O	(NP*))
            and	        CC	         O	         O	              -	      I-A1	         O	         O	*
      attempted	       VBD	      S-VP	         O	      attempted	      I-A1	         O	       S-V	(NP*
        robbery	        NN	      B-NP	         O	              -	      I-A1	         O	      B-A1	*
        charges	       NNS	      E-NP	         O	              -	      E-A1	         O	      E-A1	*)))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	         O	(NP*)))

            The	        DT	      B-NP	         O	              -	      B-A1	         O	         O	         O	         O	         O	(S1(S(S(NP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP*
         Grewen	       NNP	      I-NP	     B-ORG	              -	  I-AM-LOC	*
     Auditorium	       NNP	      I-NP	     E-ORG	              -	  I-AM-LOC	*
              .	         .	      I-NP	         O	              -	  I-AM-LOC	*
        NEWLINE	       NNP	      E-NP	     S-ORG	              -	  E-AM-LOC	*)))))))

        RELATED	       VBN	      B-NP	         O	        RELATED	       S-V	      B-A0	         O	      B-A0	(S1(S(NP*
              |	        NN	      I-NP	         O	              -	      B-A1	      I-A0	         O	      I-A0	*
             Le	       NNP	      I-NP	     B-ORG	              -	      I-A1	      I-A0	         O	      I-A0	*
          Moyne	       NNP	      I-NP	     I-ORG	              -	      I-A1	      I-A0	         O	      I-A0	*
        College	       NNP	      E-NP	     E-ORG	              -	      E-A1	      E-A0	         O	      I-A0	*)
      remembers	       VBZ	      S-VP	         O	      remembers	         O	       S-V	         O	      I-A0	(VP*
           life	        NN	      S-NP	         O	              -	         O	      B-A1	         O	      I-A0	(NP(NP*)
             of	        IN	      S-PP	         O	              -	         O	      I-A1	         O	      I-A0	(PP*
        student	        NN	      S-NP	         O	              -	         O	      I-A1	         O	      I-A0	(NP(NP*)
         killed	       VBN	      S-VP	         O	         killed	         O	      I-A1	       S-V	      I-A0	(VP*
             in	        IN	      S-PP	         O	              -	         O	      I-A1	  B-AM-TMP	      I-A0	(PP*
       Syracuse	       NNP	      S-NP	     S-LOC	              -	         O	      I-A1	  I-AM-TMP	      I-A0	(NP(NP(NP*
             's	       POS	      B-NP	         O	              -	         O	      I-A1	  I-AM-TMP	      I-A0	*)
          first	        JJ	      I-NP	         O	              -	         O	      I-A1	  I-AM-TMP	      I-A0	*
       homicide	        NN	      E-NP	         O	              -	         O	      I-A1	  I-AM-TMP	      I-A0	*)
             of	        IN	      S-PP	         O	              -	         O	      I-A1	  I-AM-TMP	      I-A0	(PP*
           2017	        CD	      B-NP	         O	              -	         O	      I-A1	  E-AM-TMP	      I-A0	(NP(NP*
        NEWLINE	       NNP	      I-NP	     B-ORG	              -	         O	      I-A1	         O	      I-A0	*
       Syracuse	       NNP	      I-NP	     I-ORG	              -	         O	      I-A1	         O	      I-A0	*
           City	       NNP	      I-NP	     I-ORG	              -	         O	      I-A1	         O	      I-A0	*
        Schools	      NNPS	      I-NP	     E-ORG	              -	         O	      I-A1	         O	      I-A0	*
   Spokesperson	       NNP	      I-NP	         O	              -	         O	      I-A1	         O	      I-A0	*
        Michael	       NNP	      I-NP	     B-PER	              -	         O	      I-A1	         O	      I-A0	*
        Henesey	       NNP	      E-NP	     E-PER	              -	         O	      E-A1	         O	      E-A0	*)
           says	       VBZ	      S-VP	         O	           says	         O	         O	         O	       S-V	(VP*
         Daniel	       NNP	      S-NP	     S-PER	              -	         O	         O	         O	      B-A1	(SBAR(S(NP*)
            was	       VBD	      S-VP	         O	              -	         O	         O	         O	      I-A1	(VP*
              a	        DT	      B-NP	         O	              -	         O	         O	         O	      I-A1	(NP(NP*
         senior	        JJ	      E-NP	         O	              -	         O	         O	         O	      I-A1	*)
             at	        IN	      S-PP	         O	              -	         O	         O	         O	      I-A1	(PP*
         Fowler	       NNP	      B-NP	     B-LOC	              -	         O	         O	         O	      I-A1	(NP*
           High	       NNP	      I-NP	     I-LOC	              -	         O	         O	         O	      I-A1	*
         School	       NNP	      E-NP	     E-LOC	              -	         O	         O	         O	      E-A1	*))))))))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	*))

            The	        DT	      B-NP	         O	              -	      B-A0	         O	(S1(S(NP(NP*
       district	        NN	      E-NP	         O	              -	      I-A0	         O	*
             's	       POS	      B-NP	         O	              -	      I-A0	         O	*)
         crisis	        NN	      I-NP	         O	              -	      I-A0	         O	*
       response	        NN	      I-NP	         O	              -	      I-A0	         O	*
           team	        NN	      E-NP	         O	              -	      E-A0	         O	*)
           will	        MD	      B-VP	         O	              -	         O	         O	(VP*
             be	        VB	      E-VP	         O	              -	         O	         O	(VP*
             at	        IN	      S-PP	         O	              -	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	(NP*
         school	        NN	      E-NP	         O	              -	         O	         O	*))
             to	        TO	      B-VP	         O	              -	         O	         O	(S(VP*
           help	        VB	      E-VP	         O	           help	       S-V	         O	(VP*
       grieving	        JJ	      B-NP	         O	       grieving	      B-A1	       S-V	(NP*
       students	       NNS	      I-NP	         O	              -	      I-A1	      B-A1	*
            and	        CC	      I-NP	         O	              -	      I-A1	      I-A1	*
          staff	        NN	      E-NP	         O	              -	      E-A1	      E-A1	*))))))
              .	         .	         O	         O	              -	         O	         O	*))

            His	      PRP$	      B-NP	         O	              -	      B-A0	(S1(S(NP*
          older	       JJR	      I-NP	         O	              -	      I-A0	*
        brother	        NN	      I-NP	         O	              -	      I-A0	*
         Ismael	       NNP	      E-NP	     S-PER	              -	      E-A0	*)
      graduated	       VBD	      S-VP	         O	      graduated	       S-V	(VP*
           from	        IN	      S-PP	         O	              -	      B-A1	(PP*
      Henninger	       NNP	      B-NP	     B-ORG	              -	      I-A1	(NP*
           High	       NNP	      I-NP	     I-ORG	              -	      I-A1	*
         School	       NNP	      E-NP	     E-ORG	              -	      E-A1	*))
             in	        IN	      S-PP	         O	              -	  B-AM-TMP	(PP*
           2015	        CD	      S-NP	         O	              -	  E-AM-TMP	(NP*)))
              .	         .	         O	         O	              -	         O	*))

